PassengerId,CryoSleep,Cabin,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Cabin_num,GroupId,people_in_group,Last_name,family_members,people_in_cabin,total_value_spent,spent_any,Alone,Private_cabin,HomePlanet_Europa,HomePlanet_Mars,HomePlanet_NULL,Destination_NULL,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Cabin_deck_B,Cabin_deck_C,Cabin_deck_D,Cabin_deck_E,Cabin_deck_F,Cabin_deck_G,Cabin_deck_NULL,Cabin_deck_T,Cabin_side_P,Cabin_side_S
4237_01,0,E/277/S,18.0,0,0.0,0.0,774.0,0.0,13.0,Kerryn Mirezavis,1,277,4237,1,Mirezavis,8.0,11.0,774.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
4238_01,1,B/165/S,36.0,0,0.0,0.0,0.0,0.0,0.0,Ainkard Calian,1,165,4238,1,Calian,2.0,9.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4239_01,0,F/875/P,68.0,0,0.0,1.0,223.0,580.0,0.0,Bethew Alest,0,875,4239,1,Alest,3.0,4.0,804.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4240_01,1,C/152/S,31.0,0,0.0,0.0,0.0,0.0,0.0,Sadiram Roustorly,1,152,4240,1,Roustorly,2.0,14.0,0.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4242_01,1,F/877/P,28.0,0,0.0,0.0,0.0,0.0,0.0,Bix Ecate,1,877,4242,1,Ecate,1.0,3.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4243_01,0,D/136/S,36.0,0,3002.0,21.0,150.0,0.0,0.0,Cakers Bau,0,136,4243,1,Bau,6.0,11.0,3173.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
4244_01,0,F/794/S,17.0,0,0.0,628.0,0.0,66.0,449.0,Yvetta Weaverays,1,794,4244,1,Weaverays,4.0,4.0,694.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4245_01,1,G/695/S,13.0,0,0.0,0.0,0.0,0.0,0.0,Chery Ingston,1,695,4245,1,Ingston,11.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
4246_01,0,G/693/P,30.0,0,0.0,10.0,0.0,3840.0,329.0,Isaacy Hamberterry,0,693,4246,1,Hamberterry,5.0,2.0,3850.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4249_01,0,B/166/S,58.0,0,0.0,2946.0,0.0,101.0,387.0,Nusoton Inghting,1,166,4249,3,Inghting,3.0,16.0,3047.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4249_02,1,B/166/S,43.0,0,0.0,0.0,0.0,0.0,0.0,Alatrin Inghting,1,166,4249,3,Inghting,3.0,16.0,0.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4249_03,0,B/166/S,20.0,0,354.0,1546.0,323.0,284.0,315.0,Aviton Inghting,1,166,4249,3,Inghting,3.0,16.0,2507.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4251_01,0,F/879/P,29.0,0,715.0,0.0,,698.0,106.0,Dorice Connelson,0,879,4251,1,Connelson,4.0,2.0,1413.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4252_01,0,F/795/S,15.0,0,156.0,1.0,1132.0,192.0,33.0,Annon Knoxtones,1,795,4252,1,Knoxtones,3.0,3.0,1481.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4253_01,0,G/696/P,30.0,0,488.0,0.0,242.0,0.0,79.0,Ivanne Gallandez,0,696,4253,1,Gallandez,3.0,4.0,730.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4254_01,0,B/136/P,33.0,0,5493.0,9401.0,23.0,3013.0,303.0,Alasmon Idercaling,0,136,4254,3,Idercaling,4.0,11.0,17930.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4254_02,1,B/136/P,25.0,0,0.0,0.0,0.0,0.0,0.0,Gomeron Idercaling,1,136,4254,3,Idercaling,4.0,11.0,0.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
4254_03,0,B/136/P,62.0,0,0.0,22.0,0.0,3314.0,22.0,Grasath Idercaling,0,136,4254,3,Idercaling,4.0,11.0,3336.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
4255_01,1,G/697/P,41.0,0,0.0,0.0,0.0,0.0,0.0,Stenny Hornettoney,1,697,4255,1,Hornettoney,6.0,6.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
4256_01,0,F/880/P,27.0,0,6.0,0.0,0.0,768.0,1141.0,Armen Garnes,0,880,4256,8,Garnes,14.0,5.0,774.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4256_02,1,G/698/P,18.0,0,0.0,0.0,0.0,0.0,0.0,Crisey Garnes,0,698,4256,8,Garnes,14.0,7.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4256_03,1,G/698/P,27.0,0,0.0,0.0,0.0,0.0,0.0,Hencey Garnes,1,698,4256,8,Garnes,14.0,7.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4256_04,0,F/880/P,19.0,0,571.0,0.0,0.0,97.0,813.0,Bra Garnes,1,880,4256,8,Garnes,14.0,5.0,668.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4256_05,0,G/698/P,37.0,0,0.0,0.0,115.0,671.0,0.0,Elicia Wooterston,0,698,4256,8,Wooterston,4.0,7.0,786.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4256_06,1,G/698/P,24.0,0,0.0,0.0,0.0,0.0,0.0,Everly Garnes,0,698,4256,8,Garnes,14.0,7.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4256_07,0,G/698/P,29.0,0,13.0,0.0,664.0,74.0,101.0,Elanda Garnes,0,698,4256,8,Garnes,14.0,7.0,751.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4256_08,0,F/880/P,44.0,0,0.0,0.0,608.0,0.0,91.0,Gerte Garnes,0,880,4256,8,Garnes,14.0,5.0,608.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4257_01,0,F/881/P,19.0,0,0.0,265.0,882.0,2.0,293.0,Jeanie Serraynardy,0,881,4257,1,Serraynardy,3.0,5.0,1149.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4258_01,0,A/37/P,39.0,0,0.0,266.0,0.0,1254.0,197.0,Misa Perneernal,0,37,4258,3,Perneernal,3.0,14.0,1520.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4258_02,1,A/37/P,63.0,0,0.0,490.0,1.0,2882.0,18.0,Asteron Perneernal,0,37,4258,3,Perneernal,3.0,14.0,3373.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4258_03,0,A/37/P,39.0,0,9.0,1525.0,0.0,0.0,146.0,Menkark Perneernal,0,37,4258,3,Perneernal,3.0,14.0,1534.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4259_01,1,F/796/S,41.0,0,0.0,0.0,0.0,0.0,0.0,Rispid Raste,1,796,4259,1,Raste,6.0,3.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4260_01,1,G/696/S,27.0,0,0.0,0.0,0.0,0.0,0.0,Chelly Kaney,1,696,4260,1,Kaney,3.0,4.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
4261_01,0,D/137/S,56.0,0,412.0,492.0,9.0,117.0,33.0,Vivers Fatte,1,137,4261,1,Fatte,2.0,17.0,1030.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4262_01,1,C/135/P,22.0,0,0.0,0.0,0.0,0.0,0.0,Ankabih Derterval,1,135,4262,2,Derterval,2.0,10.0,0.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
4262_02,0,C/135/P,26.0,0,1.0,1269.0,4790.0,270.0,5116.0,Weid Derterval,0,135,4262,2,Derterval,2.0,10.0,6330.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4264_01,0,F/797/S,24.0,0,0.0,0.0,0.0,0.0,1300.0,Bland Houseson,0,797,4264,1,Houseson,3.0,3.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4266_01,1,G/697/S,18.0,0,0.0,0.0,0.0,0.0,0.0,Vin Beston,1,697,4266,1,Beston,5.0,6.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
4267_01,1,G/700/P,13.0,0,,0.0,0.0,0.0,0.0,Vana Nichaner,1,700,4267,2,Nichaner,4.0,5.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4267_02,0,F/883/P,32.0,0,0.0,0.0,1020.0,0.0,0.0,Glene Nichaner,1,883,4267,2,Nichaner,4.0,2.0,1020.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4270_01,0,,30.0,0,24.0,2558.0,98.0,0.0,5361.0,Genubia Bagetvable,0,,4270,1,Bagetvable,2.0,,2680.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4271_01,1,A/38/P,25.0,0,0.0,0.0,0.0,0.0,0.0,Tabih Dissper,1,38,4271,1,Dissper,4.0,14.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4272_01,0,F/799/S,55.0,0,0.0,252.0,1.0,0.0,553.0,Dandra Stroyledgez,1,799,4272,1,Stroyledgez,4.0,5.0,253.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4273_01,0,F/884/P,19.0,0,0.0,2.0,0.0,669.0,0.0,Raulia Hurchanney,0,884,4273,1,Hurchanney,6.0,3.0,671.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
4274_01,0,G/698/S,24.0,0,0.0,717.0,222.0,8.0,1.0,Evey Kellyons,1,698,4274,1,Kellyons,6.0,7.0,947.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
4278_01,0,C/154/S,32.0,0,401.0,3724.0,5.0,422.0,62.0,Auvara Mander,1,154,4278,1,Mander,4.0,9.0,4552.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4280_01,0,E/267/P,24.0,0,0.0,0.0,0.0,0.0,0.0,Lidenx Icake,0,267,4280,1,Icake,1.0,11.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4289_01,1,F/890/P,32.0,0,0.0,0.0,0.0,0.0,0.0,Lidex Perta,1,890,4289,1,Perta,4.0,3.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4291_01,1,G/701/S,36.0,0,0.0,0.0,0.0,0.0,0.0,Anthia Briggins,0,701,4291,1,Briggins,8.0,2.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
4292_01,0,A/52/S,28.0,0,0.0,31.0,0.0,1283.0,871.0,Hadiram Disight,1,52,4292,1,Disight,2.0,8.0,1314.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4293_01,0,F/801/S,52.0,0,0.0,559.0,0.0,0.0,0.0,Willy Carsoning,1,801,4293,1,Carsoning,4.0,2.0,559.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4294_01,0,G/702/S,29.0,0,646.0,91.0,13.0,0.0,0.0,Gayla Charpelaney,1,702,4294,1,Charpelaney,5.0,3.0,750.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
4295_01,0,D/147/P,23.0,0,49.0,0.0,2716.0,0.0,0.0,Sweal Manda,1,147,4295,2,Manda,3.0,9.0,2765.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4295_02,1,,32.0,0,0.0,0.0,0.0,0.0,0.0,Rowne Manda,1,,4295,2,Manda,3.0,,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4296_01,1,G/703/S,35.0,0,0.0,0.0,0.0,0.0,0.0,Eriney Whitersone,0,703,4296,1,Whitersone,3.0,2.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
4297_01,0,B/138/P,41.0,0,14.0,6777.0,81.0,604.0,2936.0,Asellan Taketiatim,0,138,4297,1,Taketiatim,2.0,5.0,7476.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4300_01,1,G/704/S,16.0,0,0.0,0.0,0.0,0.0,0.0,Felia Loway,1,704,4300,1,Loway,12.0,3.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
4301_01,1,E/269/P,33.0,0,0.0,0.0,0.0,0.0,0.0,Terops Brakeded,1,269,4301,1,Brakeded,2.0,19.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4302_01,1,G/706/P,6.0,0,0.0,0.0,0.0,0.0,0.0,Sethew Chaellerty,1,706,4302,1,Chaellerty,5.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4303_01,0,F/803/S,15.0,0,36.0,841.0,0.0,0.0,0.0,Adamy Dayers,1,803,4303,2,Dayers,5.0,3.0,877.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4303_02,0,G/705/S,38.0,0,0.0,668.0,84.0,267.0,0.0,Wally Popelase,0,705,4303,2,Popelase,2.0,2.0,1019.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
4305_01,0,F/893/P,56.0,0,0.0,779.0,12.0,3.0,35.0,Evenna Conney,0,893,4305,3,Conney,5.0,7.0,794.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4305_02,1,G/707/P,4.0,0,0.0,0.0,0.0,0.0,0.0,Wally Conney,1,707,4305,3,Conney,5.0,5.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
4305_03,1,G/707/P,21.0,0,0.0,0.0,0.0,0.0,0.0,Noria Carezquez,1,707,4305,3,Carezquez,5.0,5.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
4306_01,0,F/805/S,22.0,0,1371.0,0.0,235.0,0.0,0.0,Ber Terry,1,805,4306,1,Terry,8.0,5.0,1606.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4309_01,0,E/270/P,37.0,0,0.0,0.0,785.0,3.0,0.0,Coracy Whitledges,0,270,4309,2,Whitledges,6.0,14.0,788.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4309_02,0,G/709/P,6.0,0,0.0,0.0,0.0,0.0,0.0,Carlie Whitledges,1,709,4309,2,Whitledges,6.0,5.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4311_01,0,F/807/S,22.0,0,563.0,521.0,364.0,0.0,0.0,Delley Stannondez,0,807,4311,1,Stannondez,8.0,2.0,1448.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4312_01,0,B/139/P,26.0,0,0.0,137.0,0.0,0.0,7629.0,Weionan Sobvisted,0,139,4312,1,Sobvisted,2.0,6.0,137.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
4315_01,0,E/272/P,22.0,0,0.0,3.0,486.0,0.0,228.0,Clarry Hammonton,1,272,4315,2,Hammonton,7.0,11.0,489.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4315_02,1,G/710/P,20.0,0,0.0,0.0,0.0,0.0,0.0,Monard Hammonton,1,710,4315,2,Hammonton,7.0,4.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4316_01,0,F/894/P,,0,0.0,22.0,0.0,1156.0,0.0,Marace Cleang,0,894,4316,1,Cleang,6.0,5.0,1178.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
4317_01,0,D/139/S,24.0,0,439.0,0.0,2140.0,0.0,0.0,Babix Prine,1,139,4317,1,Prine,3.0,6.0,2579.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
4318_01,1,F/808/S,25.0,0,0.0,0.0,0.0,0.0,0.0,Oalls Flate,1,808,4318,1,Flate,7.0,4.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4319_01,0,G/711/P,48.0,0,2.0,0.0,83.0,589.0,233.0,Kimmie Nobleyes,0,711,4319,1,Nobleyes,1.0,5.0,674.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4320_01,0,E/273/P,24.0,0,786.0,0.0,0.0,7.0,0.0,Annez Bellarkerd,0,273,4320,1,Bellarkerd,5.0,7.0,793.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4324_01,0,F/810/S,3.0,0,0.0,0.0,0.0,0.0,0.0,Gran Krake,1,810,4324,4,Krake,4.0,6.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4324_02,1,F/810/S,24.0,0,0.0,0.0,0.0,0.0,0.0,Wheal Krake,1,810,4324,4,Krake,4.0,6.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4324_03,0,F/810/S,25.0,0,412.0,0.0,567.0,775.0,0.0,Oareel Krake,0,810,4324,4,Krake,4.0,6.0,1754.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4324_04,1,F/810/S,1.0,0,0.0,0.0,0.0,0.0,0.0,Trion Brie,1,810,4324,4,Brie,2.0,6.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4327_01,0,F/811/S,20.0,0,0.0,187.0,712.0,0.0,0.0,Dellia Douglasen,1,811,4327,1,Douglasen,7.0,4.0,899.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4329_01,0,F/812/S,22.0,0,39.0,0.0,63.0,3.0,654.0,Colly Benderez,0,812,4329,1,Benderez,4.0,3.0,105.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4330_01,0,D/140/S,28.0,0,427.0,0.0,754.0,0.0,0.0,Alles Gene,1,140,4330,1,Gene,8.0,14.0,1181.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4332_01,1,G/707/S,17.0,0,0.0,0.0,0.0,0.0,0.0,Tammyl Dukertyler,1,707,4332,1,Dukertyler,4.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4333_01,0,B/141/P,28.0,0,0.0,3345.0,0.0,2143.0,27.0,Sadach Excionging,0,141,4333,1,Excionging,1.0,10.0,5488.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4334_01,1,A/53/S,47.0,0,0.0,0.0,0.0,0.0,0.0,Shamak Trupistic,1,53,4334,1,Trupistic,3.0,17.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4335_01,1,E/281/S,34.0,0,0.0,0.0,0.0,0.0,0.0,Oareel Paska,0,281,4335,1,Paska,4.0,15.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
4336_01,0,C/155/S,29.0,1,267.0,1418.0,257.0,843.0,0.0,Zedasim Gloother,1,155,4336,4,Gloother,5.0,10.0,2785.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4336_02,1,C/155/S,14.0,0,0.0,0.0,0.0,0.0,0.0,Terope Gloother,1,155,4336,4,Gloother,5.0,10.0,0.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4336_03,0,,36.0,0,0.0,563.0,0.0,1301.0,830.0,Ziba Gloother,1,,4336,4,Gloother,5.0,,1864.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4336_04,0,C/155/S,40.0,0,2320.0,0.0,4874.0,3131.0,498.0,Krazet Gloother,1,155,4336,4,Gloother,5.0,10.0,10325.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4337_01,0,F/813/S,49.0,0,22.0,0.0,1129.0,0.0,77.0,Book Gele,1,813,4337,1,Gele,4.0,5.0,1151.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4338_01,0,C/156/S,51.0,0,0.0,0.0,0.0,0.0,0.0,Leshmet Gealloyalt,1,156,4338,3,Gealloyalt,5.0,13.0,0.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4338_02,0,C/156/S,41.0,0,0.0,545.0,0.0,2740.0,293.0,Halsham Aroodint,1,156,4338,3,Aroodint,5.0,13.0,3285.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4338_03,0,C/156/S,44.0,0,0.0,14201.0,0.0,22.0,584.0,Kleeiak Gealloyalt,1,156,4338,3,Gealloyalt,5.0,13.0,14223.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4339_01,0,F/814/S,47.0,0,2044.0,0.0,95.0,0.0,120.0,Ranch Reste,0,814,4339,1,Reste,4.0,6.0,2139.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4340_01,0,F/815/S,22.0,0,0.0,0.0,945.0,0.0,4.0,Pamiea Georgasey,1,815,4340,1,Georgasey,12.0,1.0,945.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4343_01,1,G/708/S,13.0,0,0.0,0.0,0.0,0.0,0.0,,1,708,4343,1,,,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
4344_01,0,F/816/S,18.0,0,0.0,35.0,661.0,0.0,63.0,Roydo Hammonton,1,816,4344,1,Hammonton,7.0,3.0,696.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4345_01,0,G/717/P,28.0,0,0.0,1125.0,3.0,562.0,7.0,Lelah Sancockett,0,717,4345,1,Sancockett,4.0,4.0,1690.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4346_01,0,E/274/P,22.0,0,429.0,2.0,232.0,0.0,59.0,Vanez Burchanez,1,274,4346,1,Burchanez,5.0,8.0,663.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4347_01,0,G/718/P,50.0,0,444.0,0.0,408.0,0.0,0.0,Trick Saundez,0,718,4347,1,Saundez,4.0,3.0,852.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4348_01,1,B/142/P,47.0,1,0.0,0.0,0.0,0.0,0.0,Krazet Conate,1,142,4348,1,Conate,2.0,14.0,0.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
4349_01,0,E/275/P,55.0,0,802.0,0.0,155.0,4.0,337.0,Shams Rapie,0,275,4349,1,Rapie,7.0,8.0,961.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4350_01,1,G/709/S,21.0,0,0.0,0.0,0.0,0.0,0.0,Rence Robersondez,1,709,4350,2,Robersondez,2.0,5.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
4350_02,0,G/709/S,39.0,0,0.0,0.0,1.0,0.0,2330.0,Darrie Strongers,0,709,4350,2,Strongers,7.0,5.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
4351_01,0,F/895/P,21.0,1,641.0,0.0,409.0,0.0,0.0,Timmy Carezquez,0,895,4351,1,Carezquez,5.0,4.0,1050.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
4352_01,0,C/157/S,37.0,0,33.0,3484.0,17.0,4.0,1384.0,Alaton Trupistic,1,157,4352,2,Trupistic,3.0,8.0,3538.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4352_02,0,C/157/S,31.0,0,22.0,10025.0,2.0,124.0,1.0,Arino Trupistic,1,157,4352,2,Trupistic,3.0,8.0,10173.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4354_01,0,E/276/P,23.0,0,115.0,1.0,0.0,,249.0,Millie Greeves,0,276,4354,1,Greeves,6.0,11.0,116.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4356_01,1,B/167/S,28.0,0,0.0,0.0,0.0,0.0,0.0,Dabik Brantcable,1,167,4356,1,Brantcable,3.0,7.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4357_01,0,D/148/P,23.0,0,118.0,0.0,949.0,206.0,2071.0,Fles Ses,0,148,4357,1,Ses,6.0,8.0,1273.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4358_01,0,F/818/S,20.0,0,0.0,272.0,108.0,,230.0,Tonioe Waltonnedy,1,818,4358,1,Waltonnedy,9.0,4.0,380.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
4359_01,0,C/137/P,28.0,0,3.0,2127.0,0.0,696.0,10.0,,0,137,4359,3,,,17.0,2826.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
4359_02,0,C/137/P,40.0,0,0.0,17687.0,0.0,425.0,155.0,Strali Sebleve,1,137,4359,3,Sebleve,2.0,17.0,18112.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4359_03,0,C/137/P,54.0,0,0.0,1832.0,0.0,0.0,1768.0,Meisa Sebleve,0,137,4359,3,Sebleve,2.0,17.0,1832.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4360_01,1,F/896/P,18.0,0,0.0,0.0,0.0,0.0,0.0,Possh Crie,1,896,4360,1,Crie,2.0,3.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4361_01,0,F/819/S,27.0,0,0.0,14.0,0.0,734.0,331.0,Carona Coopezmaney,1,819,4361,1,Coopezmaney,5.0,2.0,748.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4362_01,0,B/168/S,43.0,0,0.0,1947.0,0.0,0.0,1651.0,Altar Freednal,1,168,4362,1,Freednal,3.0,9.0,1947.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4364_01,1,G/720/P,25.0,0,0.0,0.0,0.0,0.0,0.0,Dixiel Dawsoncis,1,720,4364,1,Dawsoncis,3.0,3.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
4365_01,0,F/898/P,13.0,0,552.0,247.0,0.0,4.0,0.0,Edgary Kinson,0,898,4365,1,Kinson,5.0,2.0,803.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
